1.0000,1.0000,0.8994,0.7297,0.9293,0.4182,0.5868,0.4922,0.4933,0.3336,0.1484,0.2449,0.1454,0.2040,0.2622,0.1795
1.0000,1.0000,0.8994,0.7297,0.9293,0.4182,0.5868,0.4922,0.4933,0.3336,0.1484,0.2449,0.1454,0.2040,0.2622,0.1795
0.8994,0.8994,1.0000,0.7174,0.8423,0.4255,0.6161,0.4732,0.4803,0.3237,0.1429,0.2367,0.1418,0.2039,0.2628,0.1798
0.7297,0.7297,0.7174,1.0000,0.7081,0.4137,0.5580,0.4849,0.4296,0.3192,0.1451,0.2573,0.1298,0.1461,0.1994,0.1575
0.9293,0.9293,0.8423,0.7081,1.0000,0.3946,0.5361,0.4448,0.4565,0.3036,0.1365,0.2279,0.1306,0.1902,0.2347,0.1643
0.4182,0.4182,0.4255,0.4137,0.3946,1.0000,0.3760,0.5523,0.3679,0.2244,0.1705,0.2238,0.1187,0.1999,0.1998,0.1875
0.5868,0.5868,0.6161,0.5580,0.5361,0.3760,1.0000,0.4479,0.4968,0.3376,0.1327,0.2388,0.1464,0.1636,0.2332,0.1708
0.4922,0.4922,0.4732,0.4849,0.4448,0.5523,0.4479,1.0000,0.4821,0.4042,0.1821,0.2669,0.2237,0.1962,0.2276,0.3106
0.4933,0.4933,0.4803,0.4296,0.4565,0.3679,0.4968,0.4821,1.0000,0.3122,0.1464,0.2383,0.2024,0.2114,0.2941,0.2406
0.3336,0.3336,0.3237,0.3192,0.3036,0.2244,0.3376,0.4042,0.3122,1.0000,0.2446,0.4771,0.3021,0.1314,0.2151,0.2950
0.1484,0.1484,0.1429,0.1451,0.1365,0.1705,0.1327,0.1821,0.1464,0.2446,1.0000,0.3545,0.3377,0.1469,0.2390,0.2329
0.2449,0.2449,0.2367,0.2573,0.2279,0.2238,0.2388,0.2669,0.2383,0.4771,0.3545,1.0000,0.3785,0.1038,0.2206,0.2207
0.1454,0.1454,0.1418,0.1298,0.1306,0.1187,0.1464,0.2237,0.2024,0.3021,0.3377,0.3785,1.0000,0.1587,0.2771,0.3478
0.2040,0.2040,0.2039,0.1461,0.1902,0.1999,0.1636,0.1962,0.2114,0.1314,0.1469,0.1038,0.1587,1.0000,0.5427,0.3917
0.2622,0.2622,0.2628,0.1994,0.2347,0.1998,0.2332,0.2276,0.2941,0.2151,0.2390,0.2206,0.2771,0.5427,1.0000,0.4703
0.1795,0.1795,0.1798,0.1575,0.1643,0.1875,0.1708,0.3106,0.2406,0.2950,0.2329,0.2207,0.3478,0.3917,0.4703,1.0000
