1.0000,0.8971,0.9703,0.5217,0.3640,0.6475,0.6021,-0.0956,-0.3911,0.7113,-0.8209,-0.4673,-0.8250,-0.0615,0.0009,-0.2515
0.8971,1.0000,0.8544,0.1376,0.4316,0.5554,0.3558,-0.3387,-0.3194,0.5711,-0.5244,-0.1308,-0.5305,-0.2131,-0.1825,-0.4266
0.9703,0.8544,1.0000,0.5271,0.3522,0.6330,0.5303,-0.0642,-0.3488,0.6610,-0.7904,-0.4419,-0.8129,-0.0727,-0.0426,-0.2130
0.5217,0.1376,0.5271,1.0000,0.1326,0.5004,0.5872,0.5267,-0.2419,0.5600,-0.8506,-0.6484,-0.8357,0.0624,0.1625,0.1565
0.3640,0.4316,0.3522,0.1326,1.0000,0.3626,-0.3525,0.4512,0.4342,-0.1548,-0.1380,0.3602,-0.1041,-0.8896,-0.8619,-0.6793
0.6475,0.5554,0.6330,0.5004,0.3626,1.0000,0.3623,0.3306,-0.3977,0.6839,-0.6508,-0.1512,-0.5450,-0.2969,-0.1319,-0.5104
0.6021,0.3558,0.5303,0.5872,-0.3525,0.3623,1.0000,-0.2354,-0.6480,0.8513,-0.7813,-0.7654,-0.7805,0.6076,0.6911,0.1560
-0.0956,-0.3387,-0.0642,0.5267,0.4512,0.3306,-0.2354,1.0000,0.2939,-0.1691,-0.1904,0.0141,-0.1259,-0.4783,-0.3712,-0.1353
-0.3911,-0.3194,-0.3488,-0.2419,0.4342,-0.3977,-0.6480,0.2939,1.0000,-0.7352,0.3906,0.3755,0.3663,-0.5554,-0.6363,-0.2029
0.7113,0.5711,0.6610,0.5600,-0.1548,0.6839,0.8513,-0.1691,-0.7352,1.0000,-0.7952,-0.4785,-0.7770,0.3284,0.4531,-0.1167
-0.8209,-0.5244,-0.7904,-0.8506,-0.1380,-0.6508,-0.7813,-0.1904,0.3906,-0.7952,1.0000,0.6982,0.9782,-0.1604,-0.2682,0.0140
-0.4673,-0.1308,-0.4419,-0.6484,0.3602,-0.1512,-0.7654,0.0141,0.3755,-0.4785,0.6982,1.0000,0.6952,-0.5985,-0.6238,-0.5397
-0.8250,-0.5305,-0.8129,-0.8357,-0.1041,-0.5450,-0.7805,-0.1259,0.3663,-0.7770,0.9782,0.6952,1.0000,-0.2003,-0.2822,-0.0432
-0.0615,-0.2131,-0.0727,0.0624,-0.8896,-0.2969,0.6076,-0.4783,-0.5554,0.3284,-0.1604,-0.5985,-0.2003,1.0000,0.9678,0.7006
0.0009,-0.1825,-0.0426,0.1625,-0.8619,-0.1319,0.6911,-0.3712,-0.6363,0.4531,-0.2682,-0.6238,-0.2822,0.9678,1.0000,0.6122
-0.2515,-0.4266,-0.2130,0.1565,-0.6793,-0.5104,0.1560,-0.1353,-0.2029,-0.1167,0.0140,-0.5397,-0.0432,0.7006,0.6122,1.0000
