1.0000,0.8960,0.9703,0.5175,0.3629,0.6386,0.6017,-0.1008,-0.3894,0.7082,-0.8205,-0.4704,-0.8258,-0.0529,0.0019,-0.2452
0.8960,1.0000,0.8528,0.1303,0.4312,0.5469,0.3526,-0.3459,-0.3186,0.5666,-0.5228,-0.1315,-0.5299,-0.1946,-0.1848,-0.4234
0.9703,0.8528,1.0000,0.5240,0.3511,0.6252,0.5304,-0.0684,-0.3476,0.6585,-0.7909,-0.4455,-0.8144,-0.0627,-0.0414,-0.2075
0.5175,0.1303,0.5240,1.0000,0.1290,0.4975,0.5889,0.5287,-0.2399,0.5598,-0.8489,-0.6488,-0.8340,0.0518,0.1674,0.1599
0.3629,0.4312,0.3511,0.1290,1.0000,0.3613,-0.3536,0.4455,0.4334,-0.1564,-0.1387,0.3599,-0.1047,-0.8941,-0.8612,-0.6787
0.6386,0.5469,0.6252,0.4975,0.3613,1.0000,0.3562,0.3319,-0.3984,0.6816,-0.6509,-0.1479,-0.5440,-0.2691,-0.1384,-0.5134
0.6017,0.3526,0.5304,0.5889,-0.3536,0.3562,1.0000,-0.2322,-0.6451,0.8495,-0.7812,-0.7688,-0.7813,0.6155,0.6915,0.1642
-0.1008,-0.3459,-0.0684,0.5287,0.4455,0.3319,-0.2322,1.0000,0.2926,-0.1671,-0.1906,0.0131,-0.1253,-0.4914,-0.3644,-0.1336
-0.3894,-0.3186,-0.3476,-0.2399,0.4334,-0.3984,-0.6451,0.2926,1.0000,-0.7361,0.3899,0.3724,0.3655,-0.5765,-0.6305,-0.1988
0.7082,0.5666,0.6585,0.5598,-0.1564,0.6816,0.8495,-0.1671,-0.7361,1.0000,-0.7968,-0.4799,-0.7788,0.3556,0.4498,-0.1145
-0.8205,-0.5228,-0.7909,-0.8489,-0.1387,-0.6509,-0.7812,-0.1906,0.3899,-0.7968,1.0000,0.6964,0.9781,-0.1589,-0.2670,0.0146
-0.4704,-0.1315,-0.4455,-0.6488,0.3599,-0.1479,-0.7688,0.0131,0.3724,-0.4799,0.6964,1.0000,0.6942,-0.5800,-0.6276,-0.5427
-0.8258,-0.5299,-0.8144,-0.8340,-0.1047,-0.5440,-0.7813,-0.1253,0.3655,-0.7788,0.9781,0.6942,1.0000,-0.1958,-0.2822,-0.0436
-0.0529,-0.1946,-0.0627,0.0518,-0.8941,-0.2691,0.6155,-0.4914,-0.5765,0.3556,-0.1589,-0.5800,-0.1958,1.0000,0.9687,0.6751
0.0019,-0.1848,-0.0414,0.1674,-0.8612,-0.1384,0.6915,-0.3644,-0.6305,0.4498,-0.2670,-0.6276,-0.2822,0.9687,1.0000,0.6198
-0.2452,-0.4234,-0.2075,0.1599,-0.6787,-0.5134,0.1642,-0.1336,-0.1988,-0.1145,0.0146,-0.5427,-0.0436,0.6751,0.6198,1.0000
