1.0000,0.2058,0.1034,0.3957,0.3202
0.2058,1.0000,0.0851,0.3327,0.2153
0.1034,0.0851,1.0000,0.0984,0.1656
0.3957,0.3327,0.0984,1.0000,0.3255
0.3202,0.2153,0.1656,0.3255,1.0000
