1.0000,0.3447,0.5930,0.7288,0.8906
0.3447,1.0000,0.4331,0.6675,0.3816
0.5930,0.4331,1.0000,0.6653,0.6360
0.7288,0.6675,0.6653,1.0000,0.6941
0.8906,0.3816,0.6360,0.6941,1.0000
