1.0000,0.6977,1.0000,0.0164,0.0580,0.0164
0.6977,1.0000,0.6977,0.0156,0.0857,0.0156
1.0000,0.6977,1.0000,0.0164,0.0580,0.0164
0.0164,0.0156,0.0164,1.0000,0.4773,1.0000
0.0580,0.0857,0.0580,0.4773,1.0000,0.4773
0.0164,0.0156,0.0164,1.0000,0.4773,1.0000
